Categoría;Nº;ID;Pregunta;OpciónA;OpciónB;OpciónC;OpciónD;RespuestaApp;RespuestaKaixo;RespuestaOsasun;Trío(A=K=O);Estado;Acción;Explicación_app
Común A2 / Técnico;5;tec-comun-t13_5;El Diagnostico del Pacto Vasco de Salud de Euskadi propone que los indicadores sanitarios para evaluar el sistema deben:;Basarse exclusivamente en mediciones de actividad (numero de consultas y cirugias).;Ser confidenciales y accesibles unicamente para la alta direccion del Departamento de Salud.;Ignorar la perspectiva de genero para simplificar la toma de datos estadisticos.;Reflejar resultados en salud y sostenibilidad, y no solo volumen de actividad.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El Diagnostico propone orientar los indicadores hacia resultados en salud y sostenibilidad del sistema, superando la vision centrada unicamente en volumen de actividad asistencial.
Común A2 / Técnico;3;tec-comun-t14_3;Cuales son las dos nuevas Lineas de Accion incorporadas en la Estrategia de Seguridad del Paciente 20-30 que responden a una necesidad percibida por las personas expertas?;Seguridad en Pediatria y Buenas Practicas en el Uso de Biologicos.;Atencion en Cuidados Paliativos y Seguridad Domiciliaria.;La Seguridad de Paciente en Emergencias y la Prevencion del Suicidio.;Seguridad en Salud Mental y Prevencion de las Ulceras por Presion.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030: Las dos nuevas líneas de acción incorporadas son la L9 (Seguridad en la transición asistencial) y la L10 (Cultura de seguridad en la organización). La C recoge estas dos nuevas líneas. Respuesta C.
Común A2 / Técnico;5;tec-comun-t14_5;Cual es el enfoque principal de la Linea de Accion Corporativa L2 de la Estrategia de Seguridad del Paciente 20-30?;Implicacion de pacientes en su seguridad.;Conciliacion de la medicacion.;Atencion a las segundas y terceras victimas.;Gestion de los incidentes de seguridad.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Estrategia de Seguridad del Paciente 2030, L2: La L2 se centra en la comunicación y la notificación de incidentes de seguridad, fomentando una cultura de aprendizaje y no de castigo. La D recoge correctamente este enfoque. Respuesta D.
Común A2 / Técnico;12;tec-comun-t15_12;El III Plan de Normalizacion del Uso del Euskera en Osakidetza 2022-2028 contempla que en todos los servicios de recepcion, admision, unidades asistenciales y administrativas a toda la ciudadania vascohablante debe garantizarse:;La recepcion en euskera.;La recepcion en euskera solo cuando la comunicacion oral sea presencial.;La recepcion en euskera solo cuando la comunicacion sea telefonica.;La recepcion en euskera solo por los empleados que sepan euskera.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"El III Plan garantiza la recepcion en euskera a toda la ciudadania vascohablante en todos los servicios de recepcion, admision, unidades asistenciales y administrativas, sin distincion de modalidad.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;21;tec-comun-t15_21;En el POIE 2025-2030, la Centralidad de la persona y humanizacion como Principio Rector incluye la incorporacion de la perspectiva de genero y la atencion a:;La telemonitorizacion avanzada.;La diversidad.;El personal profesional no implicado directamente.;Las redes sociales.;B;B;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El principio de Centralidad de la persona y humanizacion del POIE 2025-2030 incorpora la perspectiva de genero y la atencion a la diversidad como elementos esenciales de la atencion oncologica.
Común A2 / Técnico;24;tec-comun-t15_24;El POIE 2025-2030 se alinea con el Plan de Salud de Euskadi 2030. Cual de las siguientes es una de las prioridades estrategicas de dicho Plan de Salud mencionadas en el documento?;Creacion de una red de servicios privados de salud.;Aumentar la esperanza de vida a 90 años.;Reducir la morbimortalidad evitable y disminuir las desigualdades en salud.;Eliminacion total del cancer infantil antes de 2030.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Una de las prioridades del Plan de Salud de Euskadi 2030 con la que se alinea el POIE es reducir la morbimortalidad evitable y disminuir las desigualdades en salud.
Común A2 / Técnico;3;tec-comun-t15_3;Que institucion aprueba el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028)?;Mesa Sectorial de Sanidad.;Emakunde.;Consejo de Administracion de Osakidetza.;Direccion General de Osakidetza.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;II Plan Igualdad Osakidetza 2025-2028: La Meta 5 es 'Salud'. Se centra en incorporar la perspectiva de género en la atención sanitaria y en la investigación en salud. La D es la respuesta correcta. Respuesta D.
Común A2 / Técnico;5;tec-comun-t15_5;Una de las Metas del II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028) es CORRESPONSABILIDAD. Cual es el objetivo especifico asociado a esta meta?;Reducir el porcentaje de hombres en puestos de direccion.;Reducir a la mitad la brecha de genero en investigacion.;Reducir, al menos, en un 2% la brecha de genero existente en las medidas de conciliacion para cuidados.;Aumentar el numero de investigaciones con perspectiva de genero interseccional en un 4%.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;"El objetivo de la meta Corresponsabilidad es reducir al menos en un 2% la brecha de genero existente en las medidas de conciliacion para cuidados en Osakidetza.
[AUTO-AUDIT 2026-03-31]: Corrected based on Kaixo/Osasun consensus. Previous answer was incorrect."
Común A2 / Técnico;8;tec-comun-t15_8;En relacion con la violencia machista contra las mujeres, el II Plan para la Igualdad de Mujeres y Hombres en Osakidetza (2025-2028) establece como linea de actuacion prioritaria:;El refuerzo de la prevencion, la deteccion precoz y la mejora de la respuesta asistencial integrada desde el sistema de salud.;La derivacion inmediata de cualquier caso detectado a servicios juridicos externos, sin intervencion del personal sanitario.;La creacion de un registro anonimo donde las personas profesionales puedan denunciar conductas sin seguimiento posterior.;La limitacion de la atencion asistencial unicamente a las consecuencias fisicas derivadas de la violencia.;A;?;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El II Plan establece como linea prioritaria frente a la violencia machista el refuerzo de la prevencion, la deteccion precoz y la mejora de la respuesta asistencial integrada desde el sistema de salud.
Común A2 / Técnico;10;tec-comun-t16_10;Con caracter general, el personal comprendido en la Ley 53/1984, de Incompatibilidades, podra desempeñar:;Dos puestos publicos si uno es a tiempo parcial.;Un segundo puesto publico unicamente con autorizacion previa y en los supuestos previstos por la Ley.;Cualquier actividad privada sin limitacion.;Dos puestos publicos si pertenecen a distinta Administracion.;B;?;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;La Ley 53/1984 establece que solo se puede desempeñar un segundo puesto publico con autorizacion previa y unicamente en los supuestos tasados que la propia Ley prevé, no de forma general.
Común A2 / Técnico;12;tec-comun-t16_12;Segun la Ley 53/1984, de Incompatibilidades, puede percibirse mas de una remuneracion con cargo a los presupuestos publicos?;Si, siempre que no superen el salario minimo.;No, salvo en los casos expresamente previstos en la Ley.;Si, sin limitacion alguna.;Solo si se trata de diferentes Administraciones autonomicas.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;La Ley 53/1984 establece como regla general la prohibicion de percibir mas de una remuneracion con cargo a fondos publicos, salvo en los supuestos especificamente previstos y autorizados por la propia Ley.
Común A2 / Técnico;3;tec-comun-t16_3;Segun la LO 3/2021, de regulacion de la eutanasia, que concepto define la ley como la administracion directa a la persona paciente de una sustancia por parte del personal sanitario competente?;Suicidio medicamente asistido.;Sedacion paliativa profunda.;Eutanasia.;Asistencia para morir.;A;A;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El Art. 3.b) LO 3/2021 define la eutanasia como la administracion directa al paciente de una sustancia por parte del personal sanitario competente que provoca su muerte de forma directa e intencionada.
Común A2 / Técnico;5;tec-comun-t16_5;Segun la LO 3/2021, de regulacion de la eutanasia, cual debe ser la periodicidad minima con la que el personal facultativo responsable debe consultar a la persona paciente, una vez presentada la solicitud, para confirmar si mantiene su deseo?;Al menos cada 7 dias.;Al menos cada 15 dias, debiendo dejarse constancia en la historia clinica.;Al menos cada 30 dias, si el procedimiento se extiende.;Una unica vez antes de la prestacion.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;El Art. 8.2 LO 3/2021 establece que el medico responsable debe consultar al paciente al menos cada 15 dias para confirmar que mantiene su deseo, dejando constancia en la historia clinica.
Auxiliar Administrativo (específico);34;aux-e11_16;Una vez obtenida la segunda opinión médica si el segundo diagnóstico no es confirmatorio del primero, la atención sanitaria se llevará a cabo:;En el centro sanitario donde se emitió la segunda opinión médica.;En cualquier centro sanitario.;En el centro sanitario de origen.;Todas las anteriores respuestas son correctas.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Diagnóstico NO confirmatorio -> libertad de elección de centro.
Auxiliar Administrativo (específico);70;aux-e05_3;Si alguna disposición atribuye la competencia a una Administración, sin especificar el órgano que debe ejercerla, se entenderá que la facultad de instruir y resolver los expedientes corresponde a:;A los órganos superiores competentes por razón de la materia y del territorio.;A los órganos inferiores competentes por razón de la materia y del territorio.;A los órganos centralizados competentes por razón de la materia y del territorio.;a) b) y c) son incorrectas.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 8.2 Ley 40/2015: Si alguna disposición atribuye la competencia a una Administración sin especificar el órgano, la facultad de instruir y resolver corresponde A LOS ÓRGANOS INFERIORES competentes por razón de la materia y del territorio. Respuesta B.
Auxiliar Administrativo (específico);106;aux-e08_6;En el compromiso de crecimiento de plantilla estructural para el período 20072009 contemplado en el Decreto 106/2008, el mayor incremento de plazas correspondía al grupo profesional de:;Médicos EAP y Pediatras.;DUE´s Atención Primaria.;Matronas.;Auxiliares de Enfermería.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.106/2008 (compromiso crecimiento plantilla 2007-2009): El mayor incremento de plazas en el período 2007-2009 correspondía al grupo profesional de AUXILIARES DE ENFERMERÍA, por ser el colectivo más numeroso con mayor necesidad de cobertura. Respuesta D.
Auxiliar Administrativo (específico);111;aux-e08_11;El abono de cantidades a cargo de retribuciones correspondientes a un trabajo no efectuado se considera:;Adelanto de nómina.;Anticipo.;Préstamo.;Retribución extrasalarial.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.235/2007 (retribuciones): El abono de cantidades a cargo de retribuciones correspondientes a un trabajo NO EFECTUADO se denomina ANTICIPO. No préstamo (c) ni retribución extrasalarial (d). Respuesta B.
Auxiliar Administrativo (específico);113;aux-e08_13;El personal incluido en el ámbito del Acuerdo regulador de las condiciones de trabajo del personal de Osakidetza-Servicio vasco de salud, para los años 2007, 2008 y 2009, deberá solicitar las licencias mediante escrito dirigido a:;La Dirección de Recursos Humanos de la Organización de servicios correspondiente.;La Dirección de la Organización de servicios correspondiente.;A la persona responsable de la Unidad solicitante.;La Dirección-Gerencia de la Organización de servicios.;D;D;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.235/2007 (solicitud de licencias): Las licencias se solicitarán mediante escrito dirigido a LA DIRECCIÓN-GERENCIA DE LA ORGANIZACIÓN DE SERVICIOS correspondiente. No a la Dirección de RRHH (a) ni al responsable de unidad (c). Respuesta D.
Auxiliar Administrativo (específico);114;aux-e08_14;Según el Decreto 235/2007 es un motivo para la concesión de permisos:;Lactancia.;Traslado o mudanza del domicilio habitual.;Violencia de género.;Ejercicio de funciones de representación sindical.;B;B;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.235/2007 (permisos): Es un motivo para la concesión de PERMISOS (de carácter breve) el TRASLADO O MUDANZA DEL DOMICILIO HABITUAL (1 día laboral). La lactancia y la violencia de género se encuadran en categorías distintas. Respuesta B.
Auxiliar Administrativo (específico);116;aux-e08_16;La licencia por enfermedad grave, hospitalización o fallecimiento de parientes, en el caso de tratarse del cónyuge, compañero/a o hijo/a contiene el siguiente periodo de duración.;Dos días hábiles. Dos días hábiles más si los hechos que lo motivan se producen a más de 110 kms. del lugar de residencia del solicitante.;Cuatro días naturales. Dos días hábiles más si los hechos que lo motivan se producen a más de 130 kms. del lugar de residencia del solicitante.;Tres días hábiles. Dos días hábiles más si los hechos que lo motivan se producen a más de 120 kms. del lugar de residencia del solicitante.;Cinco días naturales. Dos días hábiles más si los hechos que lo motivan se producen a más de 150 kms. del lugar de residencia del solicitante.;A;A;C;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.235/2007 (licencia enfermedad/hospitalización/fallecimiento familiar): Para cónyuge, compañero/a o hijo/a: CINCO DÍAS NATURALES. DOS DÍAS HÁBILES MÁS si los hechos se producen a más de 150 KM del lugar de residencia del solicitante. Respuesta D.
Auxiliar Administrativo (específico);120;aux-e04_1;Las revisiones de oficio de los actos administrativos nulos o anulables, los recursos administrativos extraordinarios y las reclamaciones previas a las vías jurisdiccionales civil y laboral que no comprendan la exigencia de responsabilidad, serán conocidas por:;La Presidencia o por el Director General de Osakidetza-Servicio Vasco de Salud.;El Consejo de Administración o por los Directores-Gerentes de Osakidetza-Servicio Vasco de Salud.;La Presidencia o por el Consejo de Administración de Osakidetza-Servicio Vasco de Salud.;El Director General o por los Directores-Gerentes de las organizaciones de Osakidetza-Servicio Vasco de Salud.;A;A;D;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997: las revisiones de oficio y recursos extraordinarios corresponden a la Presidencia o Director General.
Auxiliar Administrativo (específico);121;aux-e02_3;La resolución de las reclamaciones de responsabilidad patrimonial que se formulen ante cualquiera de las organizaciones del Ente Público OsakidetzaServicio Vasco de Salud por el funcionamiento de sus servicios, incluidas las resoluciones a reclamaciones de responsabilidad que los interesados dirijan posteriormente a las vías jurisdiccionales civil o laboral, corresponderán a:;Directores-Gerentes del Ente Público.;Consejo de Administración del Ente Público.;Director General del Ente Público.;Presidencia del Ente Público.;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.255/1997 / Normativa específica Osakidetza: La resolución de las reclamaciones de responsabilidad patrimonial formuladas ante organizaciones de Osakidetza-SVS corresponde al DIRECTOR GENERAL DEL ENTE PÚBLICO. Respuesta C.
Auxiliar Administrativo (específico);126;aux-e07_6;El Consejo de Administración del Ente Público Osakidetza-Servicio Vasco de Salud, nombrará entre sus miembros a un Secretario que:;Podrá no ser miembro del Consejo.;Tendrá voto en los asuntos que se deliberen.;Sustituirá al Vicepresidente en caso de enfermedad.;Convocará las sesiones del Consejo de Administración.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997, art. 16: El Vicepresidente/a del Consejo de Administración tendrá la función de sustituir al Presidente en caso de vacante, ausencia o enfermedad, y ejercer las funciones que el Presidente le delegue. La A es correcta. Respuesta B.
Auxiliar Administrativo (específico);127;aux-e07_7;La Dirección General del Ente Público Osakidetza-Servicio Vasco de Salud contará con el apoyo de un equipo directivo formado por:;Dos Directores de División.;Tres Directores de División.;Cuatro Directores de División.;Cinco Directores de División.;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997, art. 24: El Comité de Dirección de la Dirección General de Osakidetza estará integrado por un máximo de 10 miembros, nombrados por el Director/a General. La C es la respuesta correcta. Respuesta C.
Auxiliar Administrativo (específico);130;aux-e07_10;Según el Decreto 255/1997 de 11 de noviembre, por el que se establecen los Estatutos Sociales del Ente Público «Osakidetza-Servicio Vasco de Salud», es materia específica de inversiones:;Autorizar las operaciones de endeudamiento en todo el Ente Público.;Definir los criterios generales de contratación en el Ente Público.;Informar del Presupuesto y del Plan de Gestión Anual del Ente Público.;Autorizar la incorporación de nuevos dispositivos tecnológicos.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Decreto 255/1997, art. 13: El Consejo de Administración de Osakidetza estará compuesto por el Presidente/a (el/la Consejero/a de Salud), 8 vocales representantes de la Administración y 4 vocales en representación del personal. Total: 13 miembros. La D recoge esta composición. Respuesta D.
Auxiliar Administrativo (específico);134;aux-e07_14;En base al Decreto 255/1997 de 11 de noviembre, por el que se establecen los Estatutos Sociales del Ente Público «Osakidetza-Servicio vasco de salud», indica qué organización de servicios NO se corresponde con el ámbito territorial de la Comunidad Autónoma:;Centro Vasco de Transfusiones y Hemoderivados.;Salud Mental Extrahospitalaria.;Emergencias (Unidades Territoriales de Emergencias).;OSATEK-Tecnología Sanitaria de Euskadi, S.A.;D;D;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;D.255/1997: OSATEK-TECNOLOGÍA SANITARIA DE EUSKADI, S.A. es una SOCIEDAD ANÓNIMA (entidad mercantil) y NO es una 'organización de servicios sanitarios' en el sentido del Decreto 255/1997 de la misma naturaleza que las demás opciones, que sí son organizaciones públicas de servicios. Respuesta D.
Auxiliar Administrativo (específico);155;aux-e02_25;Según la Ley 39/2015, el derecho a ser asistido en el uso de medios electrónicos corresponde:;A todas las personas en sus relaciones con las Administraciones Públicas.;Únicamente a las personas que no estén obligadas a relacionarse electrónicamente.;Solo a quienes actúen mediante representante.;Exclusivamente a las personas mayores de edad.;B;B;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 13.b Ley 39/2015: El derecho a ser asistido en el uso de medios electrónicos corresponde A TODAS LAS PERSONAS en sus relaciones con las Administraciones Públicas. Respuesta B.
Auxiliar Administrativo (específico);158;aux-e02_28;Según la Ley 39/2015, la responsabilidad de la tramitación de los procedimientos corresponde:;Al órgano que dicte la resolución final.;Al órgano que tenga atribuida la competencia para su iniciación.;Al órgano instructor del procedimiento.;Al órgano superior jerárquico.;C;C;B;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 72.2 Ley 39/2015: La responsabilidad de la tramitación del procedimiento corresponde AL ÓRGANO INSTRUCTOR, que controlará el cumplimiento de los plazos y adoptará las medidas necesarias. Respuesta C.
Auxiliar Administrativo (específico);166;aux-e02_34;Según la Ley 39/2015, los actos administrativos producirán efectos:;Desde la fecha en que se dicten.;Desde el día siguiente al de su notificación.;Desde la fecha en que se notifiquen o publiquen, salvo que en ellos se disponga otra cosa.;Únicamente desde su publicación en el boletín oficial correspondiente.;C;C;A;No;Perfecto;SPOT-CHECK: App=Kaixo pero Osasun discrepa;Art. 39.1 Ley 39/2015: Los actos administrativos producirán efectos DESDE LA FECHA EN QUE SE NOTIFIQUEN O PUBLIQUEN, SALVO QUE EN ELLOS SE DISPONGA OTRA COSA. No desde que se dictan sin notificar (a). Respuesta C.
